Id|Categoria|Nombre|Valoracion|Dificultad|Num_comensales|Tiempo|Tipo|Link_receta|Num_comentarios|Num_reviews|Fecha_modificacion|Ingredientes
73878|Recetas de Aperitivos y tapas|Receta de Nueces caramelizadas||baja|6|15m|Acompañamiento|https://www.recetasgratis.net/receta-de-nueces-caramelizadas-73878.html|0|0|2019-12-09|400 kilogramos de nueces con cáscara,1 cucharada sopera de mantequilla,1 vaso pequeño de azúcar moreno,1 copa de agua con unas gotas de zumo de limón
73817|Recetas de Aperitivos y tapas|Receta de Quesadillas de flor de calabaza||baja|6|45m|Plato principal|https://www.recetasgratis.net/receta-de-quesadillas-de-flor-de-calabaza-73817.html|0|0|2019-12-09|300 gramos de flor de calabaza fresca,½ kilogramo de jitomate rojo picado,1½ piezas de cebolla blanca picada,2 dientes de ajo,200 gramos de queso de hebra,1 kilogramo de masa para tortilla de maíz,1 pizca de sal,1 pizca de pimienta,1 cucharada sopera de consomé de pollo en polvo,1 taza de aceite
73818|Recetas de Aperitivos y tapas|Receta de Tacos campechanos||baja|6|30m|Entrante|https://www.recetasgratis.net/receta-de-tacos-campechanos-73818.html|0|0|2019-12-05|1 kilogramo de carne de cerdo (bistec),½ kilogramo de chorizo o longaniza,300 gramos de tocino,1 kilogramo de tortilla de maíz,2 piezas de cebolla blanca finamente picada,1 diente de ajo finamente picado,¼ taza de aceite vegetal,1 pizca de sal,1 pizca de pimienta
73816|Recetas de Aperitivos y tapas|Receta de Enchiladas potosinas||baja|4|45m|Plato principal|https://www.recetasgratis.net/receta-de-enchiladas-potosinas-73816.html|0|0|2019-12-03|10 chiles anchos desvenados y sin semillas,1 cucharada sopera de mantequilla,¼ pieza de cebolla blanca picada,1½ tazas de queso fresco,½ kilogramo de masa de maíz,½ cucharada sopera de sal,1 cucharada sopera de caldo de pollo en polvo,1 taza de aceite para freír,1 diente de ajo,1 taza de aceite vegetal
73815|Recetas de Aperitivos y tapas|Receta de Ceviche de sierra||baja|6|45m|Entrante|https://www.recetasgratis.net/receta-de-ceviche-de-sierra-73815.html|0|0|2019-11-27|1 kilogramo de pescado sierra molido,¼ cucharada sopera de orégano molido,10 limones,2 chiles serranos finamente picados,1 cebolla morada finamente picada,2 pepinos picados,1 rama de cilandro finamente picado,1 pizca de sal,1 pizca de pimienta
73814|Recetas de Aperitivos y tapas|Receta de Ceviche de jaiba|5.0|baja|6|2h 30m|Entrante|https://www.recetasgratis.net/receta-de-ceviche-de-jaiba-73814.html|1|5|2019-11-26|500 gramos de carne de jaiba,½ pieza de cebolla morada finamente picada,5 limones,¼ taza de cilantro picado,1 pieza de pimiento rojo picado en cubos,1 pieza de chile verde serrano,¼ taza de perejil picado,½ pieza de aguacate,1 cucharada sopera de sal
73006|Recetas de Aperitivos y tapas|Receta de Enchiladas mineras|4.0|baja|4|30m|Entrante|https://www.recetasgratis.net/receta-de-enchiladas-mineras-73006.html|1|4|2019-11-25|16 piezas de tortilla de maíz,250 gramos de manteca de cerdo,12 piezas de chile guajillo,1 diente de ajo,1 pizca de comino,½ cucharadita de orégano,400 gramos de queso ranchero,½ kilogramo de papas picadas en cubos y cocidas,½ kilogramo de zanahoria picada en cubos y cocida,1 pizca de sal
73799|Recetas de Aperitivos y tapas|Receta de Sarmale|4.4|media|2|1h 30m|Plato principal|https://www.recetasgratis.net/receta-de-sarmale-73799.html|5|4|2019-11-25|300 kilogramos de carne mixta (ternera y pollo),4 hojas de col rizada o repollo,1 vaso pequeño de arroz,1 taza de tomate casero,1 pellizco de pimienta negra molida,1 cucharadita de sal,2 cucharadas soperas de aceite de oliva,3 dientes de ajo,1 pieza de cebolla dulce (mediana),1 cucharadita de tomillo seco
73758|Recetas de Aperitivos y tapas|Receta de Quiche de jamón y queso|3.0|media|2|45m||https://www.recetasgratis.net/receta-de-quiche-de-jamon-y-queso-73758.html|3|3|2019-11-27|1 taza de harina (140 gramos),1 taza de mantequilla (225 gramos),1 pizca de sal,1 cucharada sopera de agua,1 huevo,1 taza de nata,1 taza de harina (140 gramos),200 gramos de queso,1 taza de jamón picado,4 huevos
73756|Recetas de Aperitivos y tapas|Receta de Quiche de champiñones|4.0|baja|4|45m||https://www.recetasgratis.net/receta-de-quiche-de-champinones-73756.html|5|4|2019-11-20|1 lámina de hojaldre,250 gramos de champiñón,1 cebolla,2 huevos,150 mililitros de nata para cocinar,50 gramos de queso rallado,1 pizca de sal,1 chorro de aceite de oliva
73007|Recetas de Aperitivos y tapas|Receta de Enchiladas rancheras|4.0|baja|4|15m|Plato principal|https://www.recetasgratis.net/receta-de-enchiladas-rancheras-73007.html|1|4|2019-11-22|16 tortillas de maíz,½ kilogramo de queso fresco para desmoronar,6 chiles guajillo,2 chiles anchos,3 piezas de pimienta negra entera,2 clavos de olor,½ rama de canela,2 dientes de ajo,¼ cebolla
73580|Recetas de Aperitivos y tapas|Receta de Ceviche de carne||media|3|1h 30m||https://www.recetasgratis.net/receta-de-ceviche-de-carne-73580.html|0|0|2019-10-23|1 filete de ternera muy tierna,2 tomates maduros medianos,1 manojo de cilantro fresco,1 pellizco de ají picante,1 pizca de pimienta negra molida,1 cebolla morada,2 cucharadas soperas de aceite de oliva,2 pellizcos de sal,2 rabanito rojo,Jugo de 1 limón,1 trozo de jengibre rallado o en polvo
73491|Recetas de Aperitivos y tapas|Receta de Ceviche de pato|5.0|media|2|3h||https://www.recetasgratis.net/receta-de-ceviche-de-pato-73491.html|1|5|2019-10-09|1 pieza de magret de pato,1 pieza de cebolla morada,1 unidad de pimiento rojo,2 dientes de ajo en polvo,1 unidad de naranja,1 unidad de limón,50 gramos de ají molido (preferiblemente picante),2 cucharaditas de cilantro molido,2 unidades de ramas de perejil fresco,1 vaso pequeño de de maíz en grano,2 cucharaditas de soja (opcional),2 cucharadas soperas de aceite de oliva,1 vaso pequeño de agua
73431|Recetas de Aperitivos y tapas|Receta de Ceviche de cochayuyo|3.8|baja|2|15m|Entrante|https://www.recetasgratis.net/receta-de-ceviche-de-cochayuyo-73431.html|5|8|2019-09-30|1 paquete de cochayuyo,1 cebolla morada,1 pimentón,1 manojo de cilantro,1 chorro de aceite de oliva,1 chorro de jugo de limón,1 pizca de sal y pimienta,1 palta (opcional)
73429|Recetas de Aperitivos y tapas|Receta de Mandocas venezolanas|4.0|baja|2|30m||https://www.recetasgratis.net/receta-de-mandocas-venezolanas-73429.html|2|4|2019-09-30|2 plátanos machos maduros,100 gramos de panela (chancaca, papelón),1 kilogramo de queso blanco duro,1 taza de harina de maíz (120 gramos),1 litro de aceite,1 pizca de canela,5 sobres de clavo de olor,2 unidades de anís estrellado
73400|Recetas de Aperitivos y tapas|Receta de Arepas de coco|4.0|baja|3|45m||https://www.recetasgratis.net/receta-de-arepas-de-coco-73400.html|6|4|2019-09-26|2 tazas de harina de trigo (280 gramos),1 cucharadita de polvo de hornear,2 cucharadas soperas de mantequilla,1 taza de leche de coco,1 cucharada sopera de azúcar,1 taza de coco rallado (100 gramos),1 cucharadita de sal,Aceite para freír
73360|Recetas de Aperitivos y tapas|Receta de Ceviche de salchicha|3.0|baja|4|30m|Entrante|https://www.recetasgratis.net/receta-de-ceviche-de-salchicha-73360.html|2|3|2019-09-22|2 salchichas tipo frankfurt,1 trozo de pepino,1 pimiento verde,1 vaso de jugo de tomate,2 tomates maduros sin piel,1 cebolla morada,1 pellizco de ají molido o pimienta negra,3 pellizcos de sal,1 cucharada sopera de kétchup,1 limón (el jugo),2 cucharadas soperas de aceite de oliva
73314|Recetas de Aperitivos y tapas|Receta de Chipirones a la andaluza|3.7|baja|4|15m|Entrante|https://www.recetasgratis.net/receta-de-chipirones-a-la-andaluza-73314.html|3|7|2019-09-09|400 gramos de chipirón fresco,1 cucharada sopera de harina de garbanzo,1 pizca de ajo en polvo,1 pizca de orégano en polvo,1 pizca de comino en polvo,Sal al gusto,3 vasos de aceite de girasol
73269|Recetas de Aperitivos y tapas|Receta de Masa para tartas saladas|5.0|baja|4|45m|Plato principal|https://www.recetasgratis.net/receta-de-masa-para-tartas-saladas-73269.html|1|5|2019-08-29|180 gramos de harina de trigo,60 gramos de mantequilla fría,3 cucharadas soperas de agua fría,½ cucharada postre de sal
73095|Recetas de Aperitivos y tapas|+30 aperitivos fáciles y elegantes|5.0|||||https://www.recetasgratis.net/articulo-30-aperitivos-faciles-y-elegantes-73095.html|1|5|2019-12-05|
72928|Recetas de Aperitivos y tapas|Receta de Tacos de pollo mexicanos|3.8|baja|4|30m||https://www.recetasgratis.net/receta-de-tacos-de-pollo-mexicanos-72928.html|4|8|2019-07-05|6 bistecs de pollo,12 tortillas de maíz,1 cebolla blanca picada,270 gramos de jitomate rojo picado,1 taza de chile jalapeño picado,1 cucharada sopera de aceite vegetal líquido,1 pizca de sal,1 pizca de pimienta
72927|Recetas de Aperitivos y tapas|Receta de Ceviche de atún|5.0|baja|5|15m|Entrante|https://www.recetasgratis.net/receta-de-ceviche-de-atun-72927.html|1|5|2019-07-05|3 latas de atún en agua,2 chile jalapeño picado,2 tazas de jitomate rojo picado,1 cebolla blanca picada,1 taza de cilantro picado,2 limones,1 pizca de sal,1 pizca de pimienta
72924|Recetas de Aperitivos y tapas|Receta de Tacos de Jamaica||baja|4|30m|Entrante|https://www.recetasgratis.net/receta-de-tacos-de-jamaica-72924.html|0|0|2019-07-05|1 bolsa de flor de Jamaica,12 tortillas de maíz,180 gramos de jitomate rojo picado,1 cebolla blanca picada,½ taza de chile jalapeño picado,½ taza de cilantro picado,1 cucharada sopera de aceite vegetal,1 pizca de sal,1 pizca de pimienta,500 mililitros de agua potable
72923|Recetas de Aperitivos y tapas|Receta de Chimichanga mexicana original|3.0|baja|5|30m|Entrante|https://www.recetasgratis.net/receta-de-chimichanga-mexicana-original-72923.html|2|3|2019-07-04|20 tortillas de harina,500 gramos de carne molida de cerdo y res,3 jitomates rojos picados,3 papas finamente picadas,1½ cebolla blanca picada,2 chiles verdes jalapeños picados,3 zanahorias picadas,1 pizca de sal,1 pizca de pimienta,1 taza de aceite vegetal
72692|Recetas de Aperitivos y tapas|Receta de Croquetas de acelga al horno|4.4|baja|4|45m|Entrante|https://www.recetasgratis.net/receta-de-croquetas-de-acelga-al-horno-72692.html|6|4|2019-05-22|1 manojo de acelgas,2 cucharadas soperas de mantequilla,2 cucharadas soperas de harina,1 pizca de sal,2 huevos,1 bolsa de pan rallado,300 mililitros de leche (1¼ tazas)
72458|Recetas de Aperitivos y tapas|Receta de Arepas de brócoli|3.0|baja|3|15m||https://www.recetasgratis.net/receta-de-arepas-de-brocoli-72458.html|1|3|2019-04-29|1 zanahoria cruda rallada,3 cucharadas de hojuela de avena o avena en polvo,3 ramitas de brócoli (solo las florecitas, sin el tallo),2 cucharadas de perejil,5 cucharadas de harina de maíz sin gluten,Agua (cantidad suficiente),1 tomate,cebolla,Cebollín,1 pizca de sal y pimienta,1 chorrito de limón
72312|Recetas de Aperitivos y tapas|Receta de Ceviche vegano|3.0|media|2|45m|Entrante|https://www.recetasgratis.net/receta-de-ceviche-vegano-72312.html|1|3|2019-03-30|3 rodajas de pescado vegetal,1 cebolla roja,4 dientes de ajo,1 manojo de cilantro,zumo de 5 limones,un trocito de jengibre fresco,1 cucharadita de sal,1 hoja de alga nori,1/2 pimiento rojo
72311|Recetas de Aperitivos y tapas|Receta de Croquetas de arroz al horno|3.8|baja|6|45m|Entrante|https://www.recetasgratis.net/receta-de-croquetas-de-arroz-al-horno-72311.html|4|8|2019-04-16|1 taza de arroz cocido,1 cebolla picada,3 dientes de ajo picados,2 cucharadas de piñones,3 tomates secos picados,1 taza de acelgas, espinacas o berros,1/2 taza de harina de trigo,1 taza de bebida vegetal de arroz,1 chorro de aceite,1 cucharadita de sal,1/2 cucharadita de nuez moscada,1/2 taza de pan rallado
72294|Recetas de Aperitivos y tapas|Receta de Quiche Lorraine vegana|3.5|baja|4|45m|Entrante|https://www.recetasgratis.net/receta-de-quiche-lorraine-vegana-72294.html|2|5|2019-03-27|1 lámina de masa quebrada o brisa,½ taza de harina de garbanzos,2¼ tazas de caldo vegetal,1 cucharadita de vinagre de manzana,1 pizca de pimienta,1 cucharadita de sal,¼ cucharadita de nuez moscada,250 gramos de tofu,1 cucharadita de ajo en polvo,1 cucharadita de cebolla en polvo,1 cucharadita de azúcar integral,1 chorro de salsa de soja,½ cucharadita de pimentón ahumado,1 chorro de aceite vegetal,½ taza de tomate triturado
72247|Recetas de Aperitivos y tapas|Receta de Empanadillas de bonito caseras|3.7|baja|4|30m|Entrante|https://www.recetasgratis.net/receta-de-empanadillas-de-bonito-caseras-72247.html|3|7|2019-03-21|1 paquete de obleas de empanadillas,1 lata de bonito,1 huevo duro,1 bote de tomate frito,1 vaso de aceite
71662|Recetas de Aperitivos y tapas|Receta de Fiambre alemán paso a paso|4.2|baja|8|30m|Entrante|https://www.recetasgratis.net/receta-de-fiambre-aleman-paso-a-paso-71662.html|4|2|2019-02-28|12 panqueques,2 tomates,2 huevos duros,200 gramos de queso en fetas,100 gramos de jamón cocido,100 gramos de salchichón en fetas,mayonesa,queso crema
67262|Recetas de Aperitivos y tapas|Receta de Jamón con chorreras|4.7|baja|2|30m|Entrante|https://www.recetasgratis.net/receta-de-jamon-con-chorreras-67262.html|4|7|2019-02-28|2 filetes de jamón york,2 lonchas de queso,1 huevo duro,Harina,cerveza,Sal
72126|Recetas de Aperitivos y tapas|Receta de Strudel de verduras|3.8|baja|4|45m|Entrante|https://www.recetasgratis.net/receta-de-strudel-de-verduras-72126.html|4|8|2019-02-27|1 masa de hojaldre,1 calabacín,1 zanahoria,1 puerro,1 brik de nata,1 huevo,Sal,Pimienta,1 manojo de espinacas,1 cebolla,(opcional pollo o gambas)
72103|Recetas de Aperitivos y tapas|Receta de Croquetas de pescado caseras y fáciles|3.0|baja|4|45m||https://www.recetasgratis.net/receta-de-croquetas-de-pescado-caseras-y-faciles-72103.html|2|3|2020-02-04|300 gramos de pescado blanco,500 mililitros de leche,80 gramos de harina,2 dientes de ajo,1 manojo de perejil,2 unidades de huevos,1 paquete de pan rallado,1 pizca de sal,1 vaso de aceite para freir,1 vaso pequeño de caldo de pescado,60 gramos de mantequilla
66700|Recetas de Aperitivos y tapas|Receta de Tamales vallunos paso a paso|4.3|media|10|4h|Plato principal|https://www.recetasgratis.net/receta-de-tamales-vallunos-paso-a-paso-66700.html|7|3|2019-02-21|1 libra de masa para tamales,1 arracacha,Hojas para tamal,Bejuco para amarrar,2 libras de cebolla larga,1 pimentón maduro,4 tallos de apio,2 cabezas de ajo para sazonar la carne,carne de cerdo sin grasa según la cantidad de tamales,pollo sin piel según la cantidad,Azafrán,pasta de Ricostilla (pastilla de caldo) para sazonar las carnes,Papas según el total,zanahoria según la cantidad de tamales,Arveja verde según la cantidad,Sal al gusto,Sal de nitro para sazonar las carnes
66391|Recetas de Aperitivos y tapas|Receta de Canastitas de jamón y queso|4.7|baja|4|30m|Entrante|https://www.recetasgratis.net/receta-de-canastitas-de-jamon-y-queso-66391.html|5|7|2019-02-19|200 gramos de jamón,250 gramos de queso fresco,1 lata de choclo,3 huevos,12 tapas/masas para empanadas,1 cebolla,1 manojo de cibulet/cebollino pequeño picado,1/2 taza de queso crema,Sal,Pimienta,Aceite
72020|Recetas de Aperitivos y tapas|Receta de Espárragos al horno|4.6|baja|4|30m|Entrante|https://www.recetasgratis.net/receta-de-esparragos-al-horno-72020.html|8|6|2019-02-14|12 espárragos gruesos blancos de conserva,12 lonchas de jamón de York finas cuadradas,50 gramos de harina,2 huevos,100 gramos de pan rallado,1 pizca de pimienta negra recién molida
64910|Recetas de Aperitivos y tapas|Receta de Empanada de pollo gallega fácil|4.0|media|8|45m|Entrante|https://www.recetasgratis.net/receta-de-empanada-de-pollo-gallega-facil-64910.html|2|4|2019-02-07|550 gramos de harina,50 gramos levadura de panadería,3 cucharaditas de sal,2 cucharaditas de azúcar,75 ml de aceite,225 ml de leche,1 kg de pollo deshuesado,3 cebollas grandes,4 pimientos,2 dientes de ajo,100 ml de aceite,2 cucharadas soperas de pimentón dulce,1 huevo
66092|Recetas de Aperitivos y tapas|Receta de Trenza de hojaldre salada paso a paso|4.1|baja|4|30m|Entrante|https://www.recetasgratis.net/receta-de-trenza-de-hojaldre-salada-paso-a-paso-66092.html|10|1|2019-02-06|1 lámina de masa de hojaldre,1 cebolla,1 pimiento rojo,1 pimiento verde,Sal,tomate natural triturado,3 filetes de pechuga de pollo picados,1 chorro de aceite de oliva virgen extra
66048|Recetas de Aperitivos y tapas|Receta de Fajitas de pollo a la BBQ|3.3|baja|10|45m|Entrante|https://www.recetasgratis.net/receta-de-fajitas-de-pollo-a-la-bbq-66048.html|3|3|2019-01-25|1 pechuga de pollo grande,1 paquete de tortillas mexicanas,1 aguacate,1 tomate,1 cebolla,lechuga,1 limón,Salsa BBQ,1/4 de pimiento rojo,1 chorro de mayonesa,Sal,Pimienta,Ají molido,curry,Salsa de soya,Ajo,Aceite
71842|Recetas de Aperitivos y tapas|Receta de Burritos de carne y queso|4.0|baja|2|30m|Entrante|https://www.recetasgratis.net/receta-de-burritos-de-carne-y-queso-71842.html|7|4|2019-01-22|4 tortillas de trigo,300 gramos de carne molida,1 cebolla picada,1 zanahoria pequeña picada,3 chmapiñones picados,100 gramos de queso rallado,1 hoja de laurel,2 cucharadas soperas de aceite de oliva,1 cucharada postre de orégano,1 cucharada postre de salsa picante (opcional),⅓ taza de salsa de tomate,1 pizca de pimienta negra,1 pizca de sal
66009|Recetas de Aperitivos y tapas|Receta de Tarta de palmitos|4.3|media|8|1h 30m|Entrante|https://www.recetasgratis.net/receta-de-tarta-de-palmitos-66009.html|3|3|2019-01-16|100 gramos de manteca,150 de queso gruyere,250 gramos de harina,1 cucharadita de polvo de hornear,Agua de palmitos,4 tomates,1 cebolla,50 gramos de manteca,100 gramos de aceitunas verdes o negras,4 huevos,2 cucharadas soperas al ras de maicena,3 cucharadas soperas de queso rallado,1/2 taza de crema doble o crema de leche con un 48% de materia grasa mínimo,1 lata de palmitos
71756|Recetas de Aperitivos y tapas|Receta de Crepes de pollo gratinados|3.3|baja|4|45m|Plato principal|https://www.recetasgratis.net/receta-de-crepes-de-pollo-gratinados-71756.html|3|3|2019-04-11|1 huevo,1½ tazas de leche (360 mililitros),1 cucharada sopera de margarina,½ taza de almidón de maíz o maicena,1 taza de harina de trigo (140 gramos),1 cucharada postre de sal,½ cucharada sopera de levadura química tipo Royal,500 gramos de pechuga de pollo,100 mililitros de agua de la cocción del pollo,4 cucharadas soperas de requesón cremoso o queso crema (cucharas bien llenas),1 cebolla picada,Aceite de oliva,Sal,½ bote de salsa de tomate,5 cucharadas soperas de aceitunas picadas,5 cucharadas soperas de maíz escurrido,1 cucharada sopera de cebollino,1 cucharada sopera de paprika o pimentón dulce,2 dientes de ajo,½ pastilla de caldo de gallina conecntrado,150 gramos de mozzarella rallada,1 pizca de pimienta negra molida
65997|Recetas de Aperitivos y tapas|Receta de Melocotones en almíbar rellenos|3.7|baja|3|10m|Entrante|https://www.recetasgratis.net/receta-de-melocotones-en-almibar-rellenos-65997.html|5|7|2019-01-10|1 lata de melocotón en almíbar,1/4 de lechuga.,1 paquete de surimi de pescado o palitos de cangrejo,1/2 aguacate,mayonesa al gusto
65881|Recetas de Aperitivos y tapas|Receta de Hallacas venezolanas|4.0|media|100|4h|Plato principal|https://www.recetasgratis.net/receta-de-hallacas-venezolanas-65881.html|5|4|2019-12-13|4 kilogramos de harina de maíz,15 kilogramos de carne de res,5 kilogramos de carne de cerdo,5 kilogramos de de cebolla,2 kilogramos de pimentón,300 gramos de aceitunas,300 gramos de pasas,500 gramos de alcaparras,Perejil,Cilantro,1 kilogramo de ají dulce,Hojas de plátano para envolver hallacas,500 gramos de papelón rallado (opcional),1 botella de vino tinto
63203|Recetas de Aperitivos y tapas|Receta de Arrollado de pionono salado|5.0|media|6|45m|Entrante|https://www.recetasgratis.net/receta-de-arrollado-de-pionono-salado-63203.html|4|5|2018-12-21|1 atado de espinacas,1 cebolla chica picada fina,1 cucharada sopera de manteca,1/4 taza de maicena,1/4 taza de harina,6 huevos,Sal,Pimienta,1 cucharada de postre de levadura tipo Royal,mayonesa al gusto
